,img1,img2,distance
460,terricolamale.png,bifariusmale1.png,[0.03848469]
461,vagansmale.png,bifariusmale1.png,[0.0396588]
462,vandykeimale.png,bifariusmale1.png,[0.0554295]
463,vosnesenskiimale.png,bifariusmale1.png,[0.03578359]
464,affinismale.png,bifariusmale2.png,[0.04324361]
465,appositusmale.png,bifariusmale2.png,[0.03829249]
466,auricomusmale1.png,bifariusmale2.png,[0.05015168]
467,auricomusmale2.png,bifariusmale2.png,[0.01747739]
468,balteatusmale1.png,bifariusmale2.png,[0.03623678]
469,balteatusmale2.png,bifariusmale2.png,[0.02628445]
470,balteatusmale3.png,bifariusmale2.png,[0.03935131]
471,bifariusmale1.png,bifariusmale2.png,[0.02005373]
472,bifariusmale2.png,bifariusmale2.png,[0.]
473,bifariusmale3.png,bifariusmale2.png,[0.02726604]
474,bifariusmale4.png,bifariusmale2.png,[0.01998298]
475,bifariusmale5.png,bifariusmale2.png,[0.01674838]
476,bimaculatusmale.png,bifariusmale2.png,[0.05612928]
477,borealismale.png,bifariusmale2.png,[0.03664842]
